X,Y,Z
4550,5250,3025
4600,5250,3025
4650,5250,3025
4700,5250,3025
4750,5250,3025
4800,5250,3025
4800,5250,3025
4300,5300,3025
4350,5300,3025
4400,5300,3025
4450,5300,3025
4500,5300,3025
4550,5300,3025
4600,5300,3025
4650,5300,3025
4700,5300,3025
4750,5300,3025
4800,5300,3025
4800,5300,3025
4300,5350,3025
4350,5350,3025
4400,5350,3025
4450,5350,3025
4500,5350,3025
4550,5350,3025
4600,5350,3025
4650,5350,3025
4700,5350,3025
4750,5350,3025
4800,5350,3025
4800,5350,3025
4300,5400,3025
4350,5400,3025
4400,5400,3025
4450,5400,3025
4500,5400,3025
4550,5400,3025
4600,5400,3025
4650,5400,3025
4700,5400,3025
4750,5400,3025
4800,5400,3025
4800,5400,3025
4300,5450,3025
4350,5450,3025
4400,5450,3025
4450,5450,3025
4500,5450,3025
4550,5450,3025
4600,5450,3025
4650,5450,3025
4700,5450,3025
4750,5450,3025
4800,5450,3025
4800,5450,3025
4300,5500,3025
4350,5500,3025
4400,5500,3025
4450,5500,3025
4500,5500,3025
4550,5500,3025
4600,5500,3025
4650,5500,3025
4700,5500,3025
4750,5500,3025
4800,5500,3025
4800,5500,3025
4300,5550,3025
4350,5550,3025
4400,5550,3025
4450,5550,3025
4500,5550,3025
4550,5550,3025
4600,5550,3025
4650,5550,3025
4700,5550,3025
4750,5550,3025
4800,5550,3025
4800,5550,3025
4300,5600,3025
4350,5600,3025
4400,5600,3025
4450,5600,3025
4500,5600,3025
4550,5600,3025
4600,5600,3025
4650,5600,3025
4700,5600,3025
4750,5600,3025
4800,5600,3025
4800,5600,3025
4300,5650,3025
4350,5650,3025
4400,5650,3025
4450,5650,3025
4500,5650,3025
4550,5650,3025
4600,5650,3025
4650,5650,3025
4700,5650,3025
4750,5650,3025
4800,5650,3025
4800,5650,3025
4300,5700,3025
4350,5700,3025
4400,5700,3025
4450,5700,3025
4500,5700,3025
4550,5700,3025
4600,5700,3025
4650,5700,3025
4700,5700,3025
4750,5700,3025
4800,5700,3025
4800,5700,3025
4300,5700,3025
4350,5700,3025
4400,5700,3025
4450,5700,3025
4500,5700,3025
4550,5700,3025
4600,5700,3025
4650,5700,3025
4700,5700,3025
4750,5700,3025
4800,5700,3025
4800,5700,3025
4300,4800,3000
4350,4800,3000
4400,4800,3000
4450,4800,3000
4500,4800,3000
4550,4800,3000
4600,4800,3000
4650,4800,3000
4700,4800,3000
4750,4800,3000
4800,4800,3000
4800,4800,3000
4300,4850,3000
4350,4850,3000
4400,4850,3000
4450,4850,3000
4500,4850,3000
4550,4850,3000
4600,4850,3000
4650,4850,3000
4700,4850,3000
4750,4850,3000
4800,4850,3000
4800,4850,3000
4300,4900,3000
4350,4900,3000
4400,4900,3000
4450,4900,3000
4500,4900,3000
4550,4900,3000
4600,4900,3000
4650,4900,3000
4700,4900,3000
4750,4900,3000
4800,4900,3000
4800,4900,3000
4300,4950,3000
4350,4950,3000
4400,4950,3000
4450,4950,3000
4500,4950,3000
4550,4950,3000
4600,4950,3000
4650,4950,3000
4700,4950,3000
4750,4950,3000
4800,4950,3000
4800,4950,3000
4300,5000,3000
4350,5000,3000
4400,5000,3000
4450,5000,3000
4500,5000,3000
4550,5000,3000
4600,5000,3000
4650,5000,3000
4700,5000,3000
4750,5000,3000
4800,5000,3000
4800,5000,3000
4300,5050,3000
4350,5050,3000
4400,5050,3000
4450,5050,3000
4500,5050,3000
4550,5050,3000
4600,5050,3000
4650,5050,3000
4700,5050,3000
4750,5050,3000
4800,5050,3000
4800,5050,3000
4300,5100,3000
4350,5100,3000
4400,5100,3000
4450,5100,3000
4500,5100,3000
4550,5100,3000
4600,5100,3000
4650,5100,3000
4700,5100,3000
4750,5100,3000
4800,5100,3000
4800,5100,3000
4300,5150,3000
4350,5150,3000
4400,5150,3000
4450,5150,3000
4500,5150,3000
4550,5150,3000
4600,5150,3000
4650,5150,3000
4700,5150,3000
4750,5150,3000
4800,5150,3000
4800,5150,3000
4300,5200,3000
4350,5200,3000
4400,5200,3000
4450,5200,3000
4500,5200,3000
4550,5200,3000
4600,5200,3000
4650,5200,3000
4700,5200,3000
4750,5200,3000
4800,5200,3000
4800,5200,3000
4300,5250,3000
4350,5250,3000
4400,5250,3000
4450,5250,3000
4500,5250,3000
4550,5250,3000
4600,5250,3000
4650,5250,3000
4700,5250,3000
4750,5250,3000
4800,5250,3000
4800,5250,3000
4300,5300,3000
4350,5300,3000
4400,5300,3000
4450,5300,3000
4500,5300,3000
4550,5300,3000
4600,5300,3000
4650,5300,3000
4700,5300,3000
4750,5300,3000
4800,5300,3000
4800,5300,3000
4300,5350,3000
4350,5350,3000
4400,5350,3000
4450,5350,3000
4500,5350,3000
4550,5350,3000
4600,5350,3000
4650,5350,3000
4700,5350,3000
4750,5350,3000
4800,5350,3000
4800,5350,3000
4300,5400,3000
4350,5400,3000
4400,5400,3000
4450,5400,3000
4500,5400,3000
4550,5400,3000
4600,5400,3000
4650,5400,3000
4700,5400,3000
4750,5400,3000
4800,5400,3000
4800,5400,3000
4300,5450,3000
4350,5450,3000
4400,5450,3000
4450,5450,3000
4500,5450,3000
4550,5450,3000
4600,5450,3000
4650,5450,3000
4700,5450,3000
4750,5450,3000
4800,5450,3000
4800,5450,3000
4300,5500,3000
4350,5500,3000
4400,5500,3000
4450,5500,3000
4500,5500,3000
4550,5500,3000
4600,5500,3000
4650,5500,3000
4700,5500,3000
4750,5500,3000
4800,5500,3000
4800,5500,3000
4300,5550,3000
4350,5550,3000
4400,5550,3000
4450,5550,3000
4500,5550,3000
4550,5550,3000
4600,5550,3000
4650,5550,3000
4700,5550,3000
4750,5550,3000
4800,5550,3000
4800,5550,3000
4300,5600,3000
4350,5600,3000
4400,5600,3000
4450,5600,3000
4500,5600,3000
4550,5600,3000
4600,5600,3000
4650,5600,3000
4700,5600,3000
4750,5600,3000
4800,5600,3000
4800,5600,3000
4300,5650,3000
4350,5650,3000
4400,5650,3000
4450,5650,3000
4500,5650,3000
4550,5650,3000
4600,5650,3000
4650,5650,3000
4700,5650,3000
4750,5650,3000
4800,5650,3000
4800,5650,3000
4300,5700,3000
4350,5700,3000
4400,5700,3000
4450,5700,3000
4500,5700,3000
4550,5700,3000
4600,5700,3000
4650,5700,3000
4700,5700,3000
4750,5700,3000
4800,5700,3000
4800,5700,3000
4300,5700,3000
4350,5700,3000
4400,5700,3000
4450,5700,3000
4500,5700,3000
4550,5700,3000
4600,5700,3000
4650,5700,3000
4700,5700,3000
4750,5700,3000
4800,5700,3000
4800,5700,3000
4300,4800,2975
4350,4800,2975
4400,4800,2975
4450,4800,2975
4500,4800,2975
4550,4800,2975
4600,4800,2975
4650,4800,2975
4700,4800,2975
4750,4800,2975
4800,4800,2975
4800,4800,2975
4300,4850,2975
4350,4850,2975
4400,4850,2975
4450,4850,2975
4500,4850,2975
4550,4850,2975
4600,4850,2975
4650,4850,2975
4700,4850,2975
4750,4850,2975
4800,4850,2975
4800,4850,2975
4300,4900,2975
4350,4900,2975
4400,4900,2975
4450,4900,2975
4500,4900,2975
4550,4900,2975
4600,4900,2975
4650,4900,2975
4700,4900,2975
4750,4900,2975
4800,4900,2975
4800,4900,2975
4300,4950,2975
4350,4950,2975
4400,4950,2975
4450,4950,2975
4500,4950,2975
4550,4950,2975
4600,4950,2975
4650,4950,2975
4700,4950,2975
4750,4950,2975
4800,4950,2975
4800,4950,2975
4300,5000,2975
4350,5000,2975
4400,5000,2975
4450,5000,2975
4500,5000,2975
4550,5000,2975
4600,5000,2975
4650,5000,2975
4700,5000,2975
4750,5000,2975
4800,5000,2975
4800,5000,2975
4300,5050,2975
4350,5050,2975
4400,5050,2975
4450,5050,2975
4500,5050,2975
4550,5050,2975
4600,5050,2975
4650,5050,2975
4700,5050,2975
4750,5050,2975
4800,5050,2975
4800,5050,2975
4300,5100,2975
4350,5100,2975
4400,5100,2975
4450,5100,2975
4500,5100,2975
4550,5100,2975
4600,5100,2975
4650,5100,2975
4700,5100,2975
4750,5100,2975
4800,5100,2975
4800,5100,2975
4300,5150,2975
4350,5150,2975
4400,5150,2975
4450,5150,2975
4500,5150,2975
4550,5150,2975
4600,5150,2975
4650,5150,2975
4700,5150,2975
4750,5150,2975
4800,5150,2975
4800,5150,2975
4300,5200,2975
4350,5200,2975
4400,5200,2975
4450,5200,2975
4500,5200,2975
4550,5200,2975
4600,5200,2975
4650,5200,2975
4700,5200,2975
4750,5200,2975
4800,5200,2975
4800,5200,2975
4300,5250,2975
4350,5250,2975
4400,5250,2975
4450,5250,2975
4500,5250,2975
4550,5250,2975
4600,5250,2975
4650,5250,2975
4700,5250,2975
4750,5250,2975
4800,5250,2975
4800,5250,2975
4300,5300,2975
4350,5300,2975
4400,5300,2975
4450,5300,2975
4500,5300,2975
4550,5300,2975
4600,5300,2975
4650,5300,2975
4700,5300,2975
4750,5300,2975
4800,5300,2975
4800,5300,2975
4300,5350,2975
4350,5350,2975
4400,5350,2975
4450,5350,2975
4500,5350,2975
4550,5350,2975
4600,5350,2975
4650,5350,2975
4700,5350,2975
4750,5350,2975
4800,5350,2975
4800,5350,2975
4300,5400,2975
4350,5400,2975
4400,5400,2975
4450,5400,2975
4500,5400,2975
4550,5400,2975
4600,5400,2975
4650,5400,2975
4700,5400,2975
4750,5400,2975
4800,5400,2975
4800,5400,2975
4300,5450,2975
4350,5450,2975
4400,5450,2975
4450,5450,2975
4500,5450,2975
4550,5450,2975
4600,5450,2975
4650,5450,2975
4700,5450,2975
4750,5450,2975
4800,5450,2975
4800,5450,2975
4300,5500,2975
4350,5500,2975
4400,5500,2975
4450,5500,2975
4500,5500,2975
4550,5500,2975
4600,5500,2975
4650,5500,2975
4700,5500,2975
4750,5500,2975
4800,5500,2975
4800,5500,2975
4300,5550,2975
4350,5550,2975
4400,5550,2975
4450,5550,2975
4500,5550,2975
4550,5550,2975
4600,5550,2975
4650,5550,2975
4700,5550,2975
4750,5550,2975
4800,5550,2975
4800,5550,2975
4300,5600,2975
4350,5600,2975
4400,5600,2975
4450,5600,2975
4500,5600,2975
4550,5600,2975
4600,5600,2975
4650,5600,2975
4700,5600,2975
4750,5600,2975
4800,5600,2975
4800,5600,2975
4300,5650,2975
4350,5650,2975
4400,5650,2975
4450,5650,2975
4500,5650,2975
4550,5650,2975
4600,5650,2975
4650,5650,2975
4700,5650,2975
4750,5650,2975
4800,5650,2975
4800,5650,2975
4300,5700,2975
4350,5700,2975
4400,5700,2975
4450,5700,2975
4500,5700,2975
4550,5700,2975
4600,5700,2975
4650,5700,2975
4700,5700,2975
4750,5700,2975
4800,5700,2975
4800,5700,2975
4300,5700,2975
4350,5700,2975
4400,5700,2975
4450,5700,2975
4500,5700,2975
4550,5700,2975
4600,5700,2975
4650,5700,2975
4700,5700,2975
4750,5700,2975
4800,5700,2975
4800,5700,2975
4300,4800,2950
4350,4800,2950
4400,4800,2950
4450,4800,2950
4500,4800,2950
4550,4800,2950
4600,4800,2950
4650,4800,2950
4700,4800,2950
4750,4800,2950
4800,4800,2950
4800,4800,2950
4300,4850,2950
4350,4850,2950
4400,4850,2950
4450,4850,2950
4500,4850,2950
4550,4850,2950
4600,4850,2950
4650,4850,2950
4700,4850,2950
4750,4850,2950
4800,4850,2950
4800,4850,2950
4300,4900,2950
4350,4900,2950
4400,4900,2950
4450,4900,2950
4500,4900,2950
4550,4900,2950
4600,4900,2950
4650,4900,2950
4700,4900,2950
4750,4900,2950
4800,4900,2950
4800,4900,2950
4300,4950,2950
4350,4950,2950
4400,4950,2950
4450,4950,2950
4500,4950,2950
4550,4950,2950
4600,4950,2950
4650,4950,2950
4700,4950,2950
4750,4950,2950
4800,4950,2950
4800,4950,2950
4300,5000,2950
4350,5000,2950
4400,5000,2950
4450,5000,2950
4500,5000,2950
4550,5000,2950
4600,5000,2950
4650,5000,2950
4700,5000,2950
4750,5000,2950
4800,5000,2950
4800,5000,2950
4300,5050,2950
4350,5050,2950
4400,5050,2950
4450,5050,2950
4500,5050,2950
4550,5050,2950
4600,5050,2950
4650,5050,2950
4700,5050,2950
4750,5050,2950
4800,5050,2950
4800,5050,2950
4300,5100,2950
4350,5100,2950
4400,5100,2950
4450,5100,2950
4500,5100,2950
4550,5100,2950
4600,5100,2950
4650,5100,2950
4700,5100,2950
4750,5100,2950
4800,5100,2950
4800,5100,2950
4300,5150,2950
4350,5150,2950
4400,5150,2950
4450,5150,2950
4500,5150,2950
4550,5150,2950
4600,5150,2950
4650,5150,2950
4700,5150,2950
4750,5150,2950
4800,5150,2950
4800,5150,2950
4300,5200,2950
4350,5200,2950
4400,5200,2950
4450,5200,2950
4500,5200,2950
4550,5200,2950
4600,5200,2950
4650,5200,2950
4700,5200,2950
4750,5200,2950
4800,5200,2950
4800,5200,2950
4300,5250,2950
4350,5250,2950
4400,5250,2950
4450,5250,2950
4500,5250,2950
4550,5250,2950
4600,5250,2950
4650,5250,2950
4700,5250,2950
4750,5250,2950
4800,5250,2950
4800,5250,2950
4300,5300,2950
4350,5300,2950
4400,5300,2950
4450,5300,2950
4500,5300,2950
4550,5300,2950
4600,5300,2950
4650,5300,2950
4700,5300,2950
4750,5300,2950
4800,5300,2950
4800,5300,2950
4300,5350,2950
4350,5350,2950
4400,5350,2950
4450,5350,2950
4500,5350,2950
4550,5350,2950
4600,5350,2950
4650,5350,2950
4700,5350,2950
4750,5350,2950
4800,5350,2950
4800,5350,2950
4300,5400,2950
4350,5400,2950
4400,5400,2950
4450,5400,2950
4500,5400,2950
4550,5400,2950
4600,5400,2950
4650,5400,2950
4700,5400,2950
4750,5400,2950
4800,5400,2950
4800,5400,2950
4300,5450,2950
4350,5450,2950
4400,5450,2950
4450,5450,2950
4500,5450,2950
4550,5450,2950
4600,5450,2950
4650,5450,2950
4700,5450,2950
4750,5450,2950
4800,5450,2950
4800,5450,2950
4300,5500,2950
4350,5500,2950
4400,5500,2950
4450,5500,2950
4500,5500,2950
4550,5500,2950
4600,5500,2950
4650,5500,2950
4700,5500,2950
4750,5500,2950
4800,5500,2950
4800,5500,2950
4300,5550,2950
4350,5550,2950
4400,5550,2950
4450,5550,2950
4500,5550,2950
4550,5550,2950
4600,5550,2950
4650,5550,2950
4700,5550,2950
4750,5550,2950
4800,5550,2950
4800,5550,2950
4300,5600,2950
4350,5600,2950
4400,5600,2950
4450,5600,2950
4500,5600,2950
4550,5600,2950
4600,5600,2950
4650,5600,2950
4700,5600,2950
4750,5600,2950
4800,5600,2950
4800,5600,2950
4300,5650,2950
4350,5650,2950
4400,5650,2950
4450,5650,2950
4500,5650,2950
4550,5650,2950
4600,5650,2950
4650,5650,2950
4700,5650,2950
4750,5650,2950
4800,5650,2950
4800,5650,2950
4300,5700,2950
4350,5700,2950
4400,5700,2950
4450,5700,2950
4500,5700,2950
4550,5700,2950
4600,5700,2950
4650,5700,2950
4700,5700,2950
4750,5700,2950
4800,5700,2950
4800,5700,2950
4300,5700,2950
4350,5700,2950
4400,5700,2950
4450,5700,2950
4500,5700,2950
4550,5700,2950
4600,5700,2950
4650,5700,2950
4700,5700,2950
4750,5700,2950
4800,5700,2950
4800,5700,2950
4300,4800,2925
4350,4800,2925
4400,4800,2925
4450,4800,2925
4500,4800,2925
4550,4800,2925
4600,4800,2925
4650,4800,2925
4700,4800,2925
4750,4800,2925
4800,4800,2925
4800,4800,2925
4300,4850,2925
4350,4850,2925
4400,4850,2925
4450,4850,2925
4500,4850,2925
4550,4850,2925
4600,4850,2925
4650,4850,2925
4700,4850,2925
4750,4850,2925
4800,4850,2925
4800,4850,2925
4300,4900,2925
4350,4900,2925
4400,4900,2925
4450,4900,2925
4500,4900,2925
4550,4900,2925
4600,4900,2925
4650,4900,2925
4700,4900,2925
4750,4900,2925
4800,4900,2925
4800,4900,2925
4300,4950,2925
4350,4950,2925
4400,4950,2925
4450,4950,2925
4500,4950,2925
4550,4950,2925
4600,4950,2925
4650,4950,2925
4700,4950,2925
4750,4950,2925
4800,4950,2925
4800,4950,2925
4300,5000,2925
4350,5000,2925
4400,5000,2925
4450,5000,2925
4500,5000,2925
4550,5000,2925
4600,5000,2925
4650,5000,2925
4700,5000,2925
4750,5000,2925
4800,5000,2925
4800,5000,2925
4300,5050,2925
4350,5050,2925
4400,5050,2925
4450,5050,2925
4500,5050,2925
4550,5050,2925
4600,5050,2925
4650,5050,2925
4700,5050,2925
4750,5050,2925
4800,5050,2925
4800,5050,2925
4300,5100,2925
4350,5100,2925
4400,5100,2925
4450,5100,2925
4500,5100,2925
4550,5100,2925
4600,5100,2925
4650,5100,2925
4700,5100,2925
4750,5100,2925
4800,5100,2925
4800,5100,2925
4300,5150,2925
4350,5150,2925
4400,5150,2925
4450,5150,2925
4500,5150,2925
4550,5150,2925
4600,5150,2925
4650,5150,2925
4700,5150,2925
4750,5150,2925
4800,5150,2925
4800,5150,2925
4300,5200,2925
4350,5200,2925
4400,5200,2925
4450,5200,2925
4500,5200,2925
4550,5200,2925
4600,5200,2925
4650,5200,2925
4700,5200,2925
4750,5200,2925
4800,5200,2925
4800,5200,2925
4300,5250,2925
4350,5250,2925
4400,5250,2925
4450,5250,2925
4500,5250,2925
4550,5250,2925
4600,5250,2925
4650,5250,2925
4700,5250,2925
4750,5250,2925
4800,5250,2925
4800,5250,2925
4300,5300,2925
4350,5300,2925
4400,5300,2925
4450,5300,2925
4500,5300,2925
4550,5300,2925
4600,5300,2925
4650,5300,2925
4700,5300,2925
4750,5300,2925
4800,5300,2925
4800,5300,2925
4300,5350,2925
4350,5350,2925
4400,5350,2925
4450,5350,2925
4500,5350,2925
4550,5350,2925
4600,5350,2925
4650,5350,2925
4700,5350,2925
4750,5350,2925
4800,5350,2925
4800,5350,2925
4300,5400,2925
4350,5400,2925
4400,5400,2925
4450,5400,2925
4500,5400,2925
4550,5400,2925
4600,5400,2925
4650,5400,2925
4700,5400,2925
4750,5400,2925
4800,5400,2925
4800,5400,2925
4300,5450,2925
4350,5450,2925
4400,5450,2925
4450,5450,2925
4500,5450,2925
4550,5450,2925
4600,5450,2925
4650,5450,2925
4700,5450,2925
4750,5450,2925
4800,5450,2925
4800,5450,2925
4300,5500,2925
4350,5500,2925
4400,5500,2925
4450,5500,2925
4500,5500,2925
4550,5500,2925
4600,5500,2925
4650,5500,2925
4700,5500,2925
4750,5500,2925
4800,5500,2925
4800,5500,2925
4300,5550,2925
4350,5550,2925
4400,5550,2925
4450,5550,2925
4500,5550,2925
4550,5550,2925
4600,5550,2925
4650,5550,2925
4700,5550,2925
4750,5550,2925
4800,5550,2925
4800,5550,2925
4300,5600,2925
4350,5600,2925
4400,5600,2925
4450,5600,2925
4500,5600,2925
4550,5600,2925
4600,5600,2925
4650,5600,2925
4700,5600,2925
4750,5600,2925
4800,5600,2925
4800,5600,2925
4300,5650,2925
4350,5650,2925
4400,5650,2925
4450,5650,2925
4500,5650,2925
4550,5650,2925
4600,5650,2925
4650,5650,2925
4700,5650,2925
4750,5650,2925
4800,5650,2925
4800,5650,2925
4300,5700,2925
4350,5700,2925
4400,5700,2925
4450,5700,2925
4500,5700,2925
4550,5700,2925
4600,5700,2925
4650,5700,2925
4700,5700,2925
4750,5700,2925
4800,5700,2925
4800,5700,2925
4300,5700,2925
4350,5700,2925
4400,5700,2925
4450,5700,2925
4500,5700,2925
4550,5700,2925
4600,5700,2925
4650,5700,2925
4700,5700,2925
4750,5700,2925
4800,5700,2925
4800,5700,2925
4300,4800,2900
4350,4800,2900
4400,4800,2900
4450,4800,2900
4500,4800,2900
4550,4800,2900
4600,4800,2900
4650,4800,2900
4700,4800,2900
4750,4800,2900
4800,4800,2900
4800,4800,2900
4300,4850,2900
4350,4850,2900
4400,4850,2900
4450,4850,2900
4500,4850,2900
4550,4850,2900
4600,4850,2900
4650,4850,2900
4700,4850,2900
4750,4850,2900
4800,4850,2900
4800,4850,2900
4300,4900,2900
4350,4900,2900
4400,4900,2900
4450,4900,2900
4500,4900,2900
4550,4900,2900
4600,4900,2900
4650,4900,2900
4700,4900,2900
4750,4900,2900
4800,4900,2900
4800,4900,2900
4300,4950,2900
4350,4950,2900
4400,4950,2900
4450,4950,2900
4500,4950,2900
4550,4950,2900
4600,4950,2900
4650,4950,2900
4700,4950,2900
4750,4950,2900
4800,4950,2900
4800,4950,2900
4300,5000,2900
4350,5000,2900
4400,5000,2900
4450,5000,2900
4500,5000,2900
4550,5000,2900
4600,5000,2900
4650,5000,2900
4700,5000,2900
4750,5000,2900
4800,5000,2900
4800,5000,2900
4300,5050,2900
4350,5050,2900
4400,5050,2900
4450,5050,2900
4500,5050,2900
4550,5050,2900
4600,5050,2900
4650,5050,2900
4700,5050,2900
4750,5050,2900
4800,5050,2900
4800,5050,2900
4300,5100,2900
4350,5100,2900
4400,5100,2900
4450,5100,2900
4500,5100,2900
4550,5100,2900
4600,5100,2900
4650,5100,2900
4700,5100,2900
4750,5100,2900
4800,5100,2900
4800,5100,2900
4300,5150,2900
4350,5150,2900
4400,5150,2900
4450,5150,2900
4500,5150,2900
4550,5150,2900
4600,5150,2900
4650,5150,2900
4700,5150,2900
4750,5150,2900
4800,5150,2900
4800,5150,2900
4300,5200,2900
4350,5200,2900
4400,5200,2900
4450,5200,2900
4500,5200,2900
4550,5200,2900
4600,5200,2900
4650,5200,2900
4700,5200,2900
4750,5200,2900
4800,5200,2900
4800,5200,2900
4300,5250,2900
4350,5250,2900
4400,5250,2900
4450,5250,2900
4500,5250,2900
4550,5250,2900
4600,5250,2900
4650,5250,2900
4700,5250,2900
4750,5250,2900
4800,5250,2900
4800,5250,2900
4300,5300,2900
4350,5300,2900
4400,5300,2900
4450,5300,2900
4500,5300,2900
4550,5300,2900
4600,5300,2900
4650,5300,2900
4700,5300,2900
4750,5300,2900
4800,5300,2900
4800,5300,2900
4300,5350,2900
4350,5350,2900
4400,5350,2900
4450,5350,2900
4500,5350,2900
4550,5350,2900
4600,5350,2900
4650,5350,2900
4700,5350,2900
4750,5350,2900
4800,5350,2900
4800,5350,2900
4300,5400,2900
4350,5400,2900
4400,5400,2900
4450,5400,2900
4500,5400,2900
4550,5400,2900
4600,5400,2900
4650,5400,2900
4700,5400,2900
4750,5400,2900
4800,5400,2900
4800,5400,2900
4300,5450,2900
4350,5450,2900
4400,5450,2900
4450,5450,2900
4500,5450,2900
4550,5450,2900
4600,5450,2900
4650,5450,2900
4700,5450,2900
4750,5450,2900
4800,5450,2900
4800,5450,2900
4300,5500,2900
4350,5500,2900
4400,5500,2900
4450,5500,2900
4500,5500,2900
4550,5500,2900
4600,5500,2900
4650,5500,2900
4700,5500,2900
4750,5500,2900
4800,5500,2900
4800,5500,2900
4300,5550,2900
4350,5550,2900
4400,5550,2900
4450,5550,2900
4500,5550,2900
4550,5550,2900
4600,5550,2900
4650,5550,2900
4700,5550,2900
4750,5550,2900
4800,5550,2900
4800,5550,2900
4300,5600,2900
4350,5600,2900
4400,5600,2900
4450,5600,2900
4500,5600,2900
4550,5600,2900
4600,5600,2900
4650,5600,2900
4700,5600,2900
4750,5600,2900
4800,5600,2900
4800,5600,2900
4300,5650,2900
4350,5650,2900
4400,5650,2900
4450,5650,2900
4500,5650,2900
4550,5650,2900
4600,5650,2900
4650,5650,2900
4700,5650,2900
4750,5650,2900
4800,5650,2900
4800,5650,2900
4300,5700,2900
4350,5700,2900
4400,5700,2900
4450,5700,2900
4500,5700,2900
4550,5700,2900
4600,5700,2900
4650,5700,2900
4700,5700,2900
4750,5700,2900
4800,5700,2900
4800,5700,2900
4300,5700,2900
4350,5700,2900
4400,5700,2900
4450,5700,2900
4500,5700,2900
4550,5700,2900
4600,5700,2900
4650,5700,2900
4700,5700,2900
4750,5700,2900
4800,5700,2900
4800,5700,2900
4300,4800,2900
4350,4800,2900
4400,4800,2900
4450,4800,2900
4500,4800,2900
4550,4800,2900
4600,4800,2900
4650,4800,2900
4700,4800,2900
4750,4800,2900
4800,4800,2900
4800,4800,2900
4300,4850,2900
4350,4850,2900
4400,4850,2900
4450,4850,2900
4500,4850,2900
4550,4850,2900
4600,4850,2900
4650,4850,2900
4700,4850,2900
4750,4850,2900
4800,4850,2900
4800,4850,2900
4300,4900,2900
4350,4900,2900
4400,4900,2900
4450,4900,2900
4500,4900,2900
4550,4900,2900
4600,4900,2900
4650,4900,2900
4700,4900,2900
4750,4900,2900
4800,4900,2900
4800,4900,2900
4300,4950,2900
4350,4950,2900
4400,4950,2900
4450,4950,2900
4500,4950,2900
4550,4950,2900
4600,4950,2900
4650,4950,2900
4700,4950,2900
4750,4950,2900
4800,4950,2900
4800,4950,2900
4300,5000,2900
4350,5000,2900
4400,5000,2900
4450,5000,2900
4500,5000,2900
4550,5000,2900
4600,5000,2900
4650,5000,2900
4700,5000,2900
4750,5000,2900
4800,5000,2900
4800,5000,2900
4300,5050,2900
4350,5050,2900
4400,5050,2900
4450,5050,2900
4500,5050,2900
4550,5050,2900
4600,5050,2900
4650,5050,2900
4700,5050,2900
4750,5050,2900
4800,5050,2900
4800,5050,2900
4300,5100,2900
4350,5100,2900
4400,5100,2900
4450,5100,2900
4500,5100,2900
4550,5100,2900
4600,5100,2900
4650,5100,2900
4700,5100,2900
4750,5100,2900
4800,5100,2900
4800,5100,2900
4300,5150,2900
4350,5150,2900
4400,5150,2900
4450,5150,2900
4500,5150,2900
4550,5150,2900
4600,5150,2900
4650,5150,2900
4700,5150,2900
4750,5150,2900
4800,5150,2900
4800,5150,2900
4300,5200,2900
4350,5200,2900
4400,5200,2900
4450,5200,2900
4500,5200,2900
4550,5200,2900
4600,5200,2900
4650,5200,2900
4700,5200,2900
4750,5200,2900
4800,5200,2900
4800,5200,2900
4300,5250,2900
4350,5250,2900
4400,5250,2900
4450,5250,2900
4500,5250,2900
4550,5250,2900
4600,5250,2900
4650,5250,2900
4700,5250,2900
4750,5250,2900
4800,5250,2900
4800,5250,2900
4300,5300,2900
4350,5300,2900
4400,5300,2900
4450,5300,2900
4500,5300,2900
4550,5300,2900
4600,5300,2900
4650,5300,2900
4700,5300,2900
4750,5300,2900
4800,5300,2900
4800,5300,2900
4300,5350,2900
4350,5350,2900
4400,5350,2900
4450,5350,2900
4500,5350,2900
4550,5350,2900
4600,5350,2900
4650,5350,2900
4700,5350,2900
4750,5350,2900
4800,5350,2900
4800,5350,2900
4300,5400,2900
4350,5400,2900
4400,5400,2900
4450,5400,2900
4500,5400,2900
4550,5400,2900
4600,5400,2900
4650,5400,2900
4700,5400,2900
4750,5400,2900
4800,5400,2900
4800,5400,2900
4300,5450,2900
4350,5450,2900
4400,5450,2900
4450,5450,2900
4500,5450,2900
4550,5450,2900
4600,5450,2900
4650,5450,2900
4700,5450,2900
4750,5450,2900
4800,5450,2900
4800,5450,2900
4300,5500,2900
4350,5500,2900
4400,5500,2900
4450,5500,2900
4500,5500,2900
4550,5500,2900
4600,5500,2900
4650,5500,2900
4700,5500,2900
4750,5500,2900
4800,5500,2900
4800,5500,2900
4300,5550,2900
4350,5550,2900
4400,5550,2900
4450,5550,2900
4500,5550,2900
4550,5550,2900
4600,5550,2900
4650,5550,2900
4700,5550,2900
4750,5550,2900
4800,5550,2900
4800,5550,2900
4300,5600,2900
4350,5600,2900
4400,5600,2900
4450,5600,2900
4500,5600,2900
4550,5600,2900
4600,5600,2900
4650,5600,2900
4700,5600,2900
4750,5600,2900
4800,5600,2900
4800,5600,2900
4300,5650,2900
4350,5650,2900
4400,5650,2900
4450,5650,2900
4500,5650,2900
4550,5650,2900
4600,5650,2900
4650,5650,2900
4700,5650,2900
4750,5650,2900
4800,5650,2900
4800,5650,2900
4300,5700,2900
4350,5700,2900
4400,5700,2900
4450,5700,2900
4500,5700,2900
4550,5700,2900
4600,5700,2900
4650,5700,2900
4700,5700,2900
4750,5700,2900
4800,5700,2900
